,rest_name,rest_category,rest_number,rest_address,rest_location,rest_rating,rest_density
1853,더키친살바토레쿠오모압구정점,경양식,02  34470071,서울특별시 강남구 신사동 646-2번지 지상1층 ,"[37.5256583, 127.0360249]",60.89,73.64
1854,나마스테,경양식,02  511 8488,서울특별시 강남구 신사동 548-0번지 B02호 ,"[37.5238332, 127.022596]",89.52,6.79
1855,글로리분식,분식,02  542 1338,서울특별시 강남구 청담동 49-8번지 2층다호 ,"[37.5239867, 127.0492375]",60.2,74.94
1856,유메노쿠라,일식,02  32882276,서울특별시 강남구 대치동 943-24번지 메트로칸빌딩 지하1층102호 ,"[37.5068213, 127.0593799]",59.87,55.04
1857,고향마을,한식,02  539 1318,서울특별시 강남구 역삼동 683-0번지 지상3층 ,"[37.5088717, 127.0434356]",76.18,44.31
1858,가배두림논현점,경양식,02  34442263,서울특별시 강남구 논현동 81-6번지 지상1층 ,"[37.5158864, 127.0315037]",61.51,28.99
1859,김밥천국대치역점,한식,02  554 9662,서울특별시 강남구 대치동 507-2번지 지상1층123호 ,"[37.4938946, 127.0629079]",76.95,68.7
1860,육갑,일식,02  540 4308,서울특별시 강남구 청담동 22-18번지 지상1층 ,"[37.5219703, 127.0407864]",70.18,73.56
1861,굽네치킨(역삼1동점),통닭(치킨),02  558 9995,서울특별시 강남구 역삼동 752-53번지 지상1층 ,"[37.4943001, 127.0338248]",54.73,80.1
1862,스테파니카페,경양식,02 5486959,서울특별시 강남구 신사동 563-2번지 1층 ,"[37.5198449, 127.0264863]",54.97,53.64
1863,삼정하누 신사점,경양식,02  547 8455,서울특별시 강남구 신사동 505-7번지 지상1층109호 ,"[37.5210419, 127.0191288]",95.13,15.76
1864,카페유메,패스트푸드,02  517 7890,서울특별시 강남구 논현동 127-14번지 강남구민자유치논현2동주차장 지상1층 ,"[37.5121697, 127.0285508]",81.99,88.46
1865,치킨뱅이,통닭(치킨),02  545 7792,서울특별시 강남구 논현동 57-12번지 지상1층 ,"[37.513866, 127.0281838]",67.4,6.48
1866,파크 에비뉴,경양식,02 5667277,서울특별시 강남구 역삼동 700-3번지 지하1층 ,"[37.5045978, 127.042185]",77.89,54.38
1867,하남장 돼지집,한식,02  544 5438,서울특별시 강남구 논현동 182-26번지 지상1층 ,"[37.5067975, 127.0248235]",73.37,35.02
1868,옛날집,한식,02  549 7888,서울특별시 강남구 청담동 20-12번지 지하1층 ,"[37.5226655, 127.0426215]",96.51,38.61
1869,다비움,분식,02  540 3312,서울특별시 강남구 논현동 223-13번지 지상1층 ,"[37.5108267, 127.0341118]",74.07,64.78
1870,스시유끼,패스트푸드,02544 0081,서울특별시 강남구 신사동 600-16번지 1층 ,"[37.5232488, 127.0302942]",50.74,24
1871,속초오징어타운,한식,02  539 5598,서울특별시 강남구 대치동 907-5번지 우리빌딩 지상1층 ,"[37.5016442, 127.0522477]",54.72,7.02
1872,공차,패스트푸드,02  63264040,서울특별시 강남구 역삼동 644-17번지 지상1층 ,"[37.5009765, 127.0345599]",83.41,13.37
1873,쉬크,경양식,02  34481202,서울특별시 강남구 논현동 61-3번지 지상15층 ,"[37.52023519999999, 127.0311058]",78.65,19.47
1874,더샴페인,경양식,02  547 5508,서울특별시 강남구 청담동 90-1번지 지상2층 ,"[37.5256996, 127.0428701]",59.5,99.46
1875,몽돌,일식,02   5466377,서울특별시 강남구 압구정동 436-0번지 상가1층8호 ,"[37.5310487, 127.0250939]",76.55,59.19
1876,파파존스피자 논현점,경양식,02  34427270,서울특별시 강남구 논현동 240-3 지상1층,"[37.5161866, 127.0389136]",83.16,74.37
1877,한앤둘 치킨 선릉점,한식,02  34928936,서울특별시 강남구 역삼동 697-11번지 지상1층 ,"[37.5052025, 127.0468812]",86.43,42.73
1878,이가든,한식,02 5696098,서울특별시 강남구 대치동 912-24번지 지상1층 ,"[37.5024811, 127.058539]",71.49,29.67
1879,낭풍,한식,02  34442614,서울특별시 강남구 논현동 242-47번지 지상1층 ,"[37.5154864, 127.0413354]",73.92,30.59
1880,트루아,경양식,02  552 3379,서울특별시 강남구 역삼동 705-6번지 현진빌딩 지상3층 ,"[37.49221170000001, 127.0393545]",53.68,42.54
1882,(주)뚜또베네,경양식,02  549 1489,서울특별시 강남구 청담동 118-10 지상1층,"[37.5257531, 127.0472658]",62.14,10.65
1883,굽네치킨(청담점),통닭(치킨),02  541 9294,서울특별시 강남구 청담동 35-1번지 ,"[37.5194084, 127.0460964]",79.43,30.03
1884,도곡수산,한식,02  32881318,서울특별시 강남구 역삼동 765-1번지 동측1호 지상1층 ,"[37.49703239999999, 127.0511049]",96.6,15.95
1885,갤러리101스페이스,경양식,02  591 3344,서울특별시 강남구 대치동 945-5번지 지하1층 ,"[37.5080761, 127.0619864]",91.34,6.5
1886,(주)스페인클럽,경양식,02  515 1118,서울특별시 강남구 신사동 524-30번지 지상12층 ,"[37.5218537, 127.0218468]",58.88,66.85
1887,아부지가어부,통닭(치킨),02  554 3992,서울특별시 강남구 역삼동 705-6번지 ,"[37.5049195, 127.0470963]",98.41,16.96
1888,상류사회텍사스치킨,경양식,02  34477773,서울특별시 강남구 논현동 37-2번지 ,"[37.5143833, 127.0290696]",60.77,64.99
1889,(주)써브웨이 강남역점,패스트푸드,02  557 4727,서울특별시 강남구 역삼동 818-1번지 에이동1층제1호 ,"[37.506688, 127.0410111]",62.57,20.83
1890,종로 옛날 빈대떡,한식,02  34131300,서울특별시 강남구 수서동 725-0번지 수서타워 지하1층 ,"[37.486738, 127.1031323]",81.79,9.38
1891,(주)아구본가첨벙대치,한식,02  538 0104,서울특별시 강남구 대치동 1023-3번지 지상2층 ,"[37.4973517, 127.0571061]",86.49,0.04
1892,풍천가청담,경양식,02  34420099,서울특별시 강남구 청담동 2-3번지 지상12층 ,"[37.5226199, 127.0403346]",67.31,46.41
1893,임고집 한우＆보쌈마을(2호점),한식,02 567 2772,서울특별시 강남구 대치동 996-12번지 2층 ,"[37.50841450000001, 127.0652317]",76.23,64.6
1894,굽네치킨 논현1동점,통닭(치킨),02543 9492,서울특별시 강남구 논현동 123-1번지 1층 ,"[37.511391, 127.0237185]",51.57,63.42
1895,시크릿가든,경양식,02  515 7782,서울특별시 강남구 논현동 114-18번지 지상1층 ,"[37.5170736, 127.0365211]",57.51,5.77
1896,티,분식,02555 4240,서울특별시 강남구 삼성동 113-6번지 지상1층 ,"[37.510764, 127.0471374]",56.88,9.44
1897,비컨홀딩스(주) 토마틸로 역삼 지에프씨점,경양식,02  21123883,서울특별시 강남구 역삼동 737-0번지 강남파이낸스센터 지하2층 ,"[37.4999269, 127.0365526]",82.99,29.64
1898,삼바리,분식,02545 5195,서울특별시 강남구 신사동 510-11 강남상가1층,"[37.518739, 127.0206714]",61.74,3.19
1899,신상,한식,02  518 1888,서울특별시 강남구 신사동 660-2번지 1층111112호 ,"[37.5283514, 127.0372234]",97.24,32.42
1900,청담 클래식,경양식,02  540 8874,서울특별시 강남구 청담동 88-8 지하1층,"[37.52442260000001, 127.040514]",77.37,17.99
1901,이태리부대찌개 학동점,경양식,02 5450310,서울특별시 강남구 논현동 82-15번지 지상1층 ,"[37.5156477, 127.0322793]",79.7,71.22
1902,다미,분식,02  540 3605,서울특별시 강남구 삼성동 10-20번지 지상1층 ,"[37.5152809, 127.0434466]",83.86,88.85
1903,후꾸짱,일식,02  545 4866,서울특별시 강남구 신사동 646-17번지 지상12층 ,"[37.5254363, 127.0365414]",77.26,34.44
1904,엠,경양식,02  60078034,서울특별시 강남구 청담동 85-4번지 지상2층 ,"[37.5244587, 127.0400769]",76.86,95.09
1905,오베로,통닭(치킨),02  568 1370,서울특별시 강남구 대치동 996-16번지 지하1층 ,"[37.5082452, 127.0654668]",79.68,2.64
1906,전주콩나물국밥집,한식,02  578 8793,서울특별시 강남구 역삼동 778-18번지 지상1층103호 ,"[37.4959201, 127.0436744]",81.02,36.92
1907,최고야,한식,02 568 8910,서울특별시 강남구 삼성동 153-58번지 1층 ,"[37.5101363, 127.0573954]",68.21,16.57
1908,참치부라더스,일식,02  567 7999,서울특별시 강남구 역삼동 700-3번지 지상2층 ,"[37.5045978, 127.042185]",72.35,81.4
1909,팬군만두,경양식,02564 3661,서울특별시 강남구 역삼동 822-0번지 1층 ,"[37.4984765, 127.0283403]",98.14,46.51
1910,산동교자관,중국식,02  514 2609,서울특별시 강남구 신사동 615-0번지 지상1층110호 ,"[37.527954, 127.0307197]",74.19,5.43
1911,포카이,분식,02  567 5956,서울특별시 강남구 대치동 507-1번지 지하1층151호 ,"[37.4935978, 127.0622998]",83.73,88.53
1912,장풍,경양식,02 4072805,서울특별시 강남구 청담동 85-17번지 지상12층 ,"[37.524553, 127.039932]",99.55,14.48
1913,쿠시 쿠시,한식,02  549 3864,서울특별시 강남구 논현동 167-30번지 지상2층 ,"[37.5072007, 127.0242176]",93.12,95.15
1914,응수수산,경양식,02  517 3805,서울특별시 강남구 신사동 512-17번지 지하1층 ,"[37.5173989, 127.0206403]",50.45,9.84
1915,막썰어,한식,02 5571616,서울특별시 강남구 대치동 936-31번지 107108호 ,"[37.4973789, 127.0529553]",56.26,81.31
1916,아넬로,뷔페식,02  15992211,서울특별시 강남구 논현동 215번지 ,"[37.5131786, 127.0314855]",58.62,7.7
1917,교동짬봉(선릉),분식,02  561 8873,서울특별시 강남구 역삼동 697-45번지 2층 ,"[37.5049219, 127.0467242]",70.71,29.61
1918,풍성짬뽕,중국식,02  565 4704,서울특별시 강남구 대치동 946-16번지 지상1층 ,"[37.50733779999999, 127.0627342]",83.05,29.28
1919,순두부와 청국장,경양식,02  564 5406,서울특별시 강남구 역삼동 607-1번지 지상1층 ,"[37.506688, 127.0410111]",61.15,51.35
1920,밀양손만두,분식,02  511 2447,서울특별시 강남구 논현동 224-9번지 1층 ,"[37.5108681, 127.0350919]",84.41,74.21
1921,우드스탁,한식,02  478 1202,서울특별시 강남구 역삼동 637-18번지 지하1층 ,"[37.5008775, 127.0322551]",93.13,99.75
1922,소나무향기,한식,02  538 7444,서울특별시 강남구 역삼동 732-3번지 지상1층 ,"[37.49801009999999, 127.0421786]",57.7,84.51
1923,생강김밥,분식,02  577 9842,서울특별시 강남구 도곡동 411-20번지 1층101호 ,"[37.48592970000001, 127.0454085]",79.43,38.22
1924,카페에스(CAFE S),경양식,02  540 5791,서울특별시 강남구 역삼동 719-35,"[37.5012189, 127.0414116]",54.07,31.83
1925,처갓집 양념치킨 수서점,분식,02  34113383,서울특별시 강남구 수서동 725-1 지상1층101호,"[37.4869157, 127.1034038]",95.84,72.68
1926,명가,한식,02  32883456,서울특별시 강남구 역삼동 792-24번지 지상1층101호 ,"[37.4940123, 127.036218]",74.95,13.29
1927,삼다연,일식,02  566 3040,서울특별시 강남구 역삼동 725-23번지 지상12층 ,"[37.5001352, 127.0397878]",80.23,41.2
1928,돈수백논현점,한식,02  518 6950,서울특별시 강남구 논현동 114-26번지 지상1층 ,"[37.5168564, 127.0368519]",96.6,75.81
1929,미스사이공,경양식,02  514 8789,서울특별시 강남구 논현동 73-15번지 지하1층 ,"[37.5180174, 127.030303]",58.44,36.07
1930,모시모시,분식,02  536 3063,서울특별시 강남구 신사동 666-20번지 지상1층101호 ,"[37.5237329, 127.0384707]",83.77,91
1931,신촌설렁탕,한식,02  572 5636,서울특별시 강남구 도곡동 423-4번지 1층 ,"[37.4838794, 127.0450764]",59.48,36.74
1932,도데카,경양식,02  34450388,서울특별시 강남구 청담동 128-22번지 지하2층 ,"[37.5236944, 127.0530051]",82.74,58.71
1933,다옴,분식,02  516 0083,서울특별시 강남구 논현동 89-18번지 지상1층 ,"[37.5150475, 127.0334782]",78.92,62.31
1934,겸's 커피,분식,02  557 7779,서울특별시 강남구 역삼동 788-20번지 1층102호 ,"[37.49357699999999, 127.0414007]",85.77,26.32
1935,943-24,패스트푸드,02  557 9360,서울특별시 강남구 대치동 943-24번지 신안메트로칸 지상1층107호 ,"[37.5068213, 127.0593799]",90.11,58.56
1936,계절집,통닭(치킨),02  455 9492,서울특별시 강남구 수서동 716-0번지 서관111호 ,"[37.48843979999999, 127.1041681]",90.73,53.04
1937,하레이자카야,경양식,02  552 5030,서울특별시 강남구 대치동 944-25번지 ,"[37.5066078, 127.060566]",77.24,16.34
1938,만족오향족발 강남점,한식,02  552 9907,서울특별시 강남구 역삼동 831-5번지 지상12층 ,"[37.4944564, 127.0301418]",63.87,39.03
1939,육화몽 선릉점,한식,02 5658851,서울특별시 강남구 대치동 900-56번지 1층 ,"[37.5034015, 127.0538541]",68.69,16.1
1940,핫썬치킨 삼성역점,통닭(치킨),02  564 9289,서울특별시 강남구 대치동 956-3 1층,"[37.5059651, 127.0595143]",78.49,78.05
1941,참치대가,분식,02  573 1336,서울특별시 강남구 개포동 1229-17번지 지상1층 ,"[37.47628539999999, 127.0470417]",57.89,98.83
1942,오울,한식,02  34535050,서울특별시 강남구 역삼동 690-10번지 지하1층 ,"[37.50586759999999, 127.0423248]",71.68,65.19
1943,커피엘,김밥(도시락),02  540 4171,서울특별시 강남구 신사동 629번지 지상1층 ,"[37.5216277, 127.0314871]",61.74,48.68
1944,제주 은희네 해장국 대치점,경양식,02  34520193,서울특별시 강남구 대치동 957-7번지 1층 ,"[37.5056073, 127.0588153]",51.31,20.84
1945,대도식당,한식,02  561 2283,서울특별시 강남구 삼성동 150-7번지 3층 ,"[37.5113128, 127.0545359]",61.9,23.89
1946,신의주찹쌀순대,한식,02  445 6005,서울특별시 강남구 개포동 186-9번지 영진빌딩103106호 ,"[37.4889626, 127.0682407]",96.99,95.17
1947,소연,한식,02  558 4490,서울특별시 강남구 삼성동 149-10번지 지상12층 ,"[37.5116863, 127.0557256]",72.66,90.66
1948,한솥도시락 선정릉역점,통닭(치킨),02  25491783,서울특별시 강남구 논현동 278-7번지 지상1층 ,"[37.510736, 127.0434401]",59.56,74.89
1949,남순남순대국 본점,한식,02  574 3227,서울특별시 강남구 도곡동 945-2번지 ,"[37.4891429, 127.0334412]",52.91,7.68
1950,까르니두브라질(강남),경양식,02  552 4442,서울특별시 강남구 역삼동 826-26번지 비젼타워202호 ,"[37.4965165, 127.0296054]",98.49,58.44
1951,담소락,분식,02  544 8248,서울특별시 강남구 논현동 37-2번지 지하1층 ,"[37.5143833, 127.0290696]",77,92.66
1952,강남주먹고기,기타,02  549 7567,서울특별시 강남구 논현동 104-0번지 지하1층 ,"[37.5191726, 127.0379047]",77.89,41.37
1953,선릉점 새마을식당,통닭(치킨),02  508 1723,서울특별시 강남구 대치동 897-28 지상1층,"[37.503291, 127.0514272]",71.1,36.8
1954,정(情),한식,02  557 8645,서울특별시 강남구 역삼동 601-3,"[37.5043427, 127.0255453]",50.73,27.2
1955,향원,한식,02  62550311,서울특별시 강남구 논현동 70-6번지 트리스빌딩 지상2층 ,"[37.5195693, 127.0341043]",72.65,1.3
1956,꼬꼬,경양식,02 5299969,서울특별시 강남구 도곡동 411-20번지 1층 ,"[37.48592970000001, 127.0454085]",83.66,35.25
1957,펀비어킹,패스트푸드,02  34631100,서울특별시 강남구 도곡동 953-3번지 지상2층 ,"[37.4853293, 127.0340647]",59.57,61.91
1958,루나아시아,기타,02  572 3463,서울특별시 강남구 삼성동 152-62번지 1층 ,"[37.5098562, 127.0566151]",71.42,47.34
1959,돼지네포장마차,한식,02  514 2070,서울특별시 강남구 청담동 76-11번지 지상1층 ,"[37.5195039, 127.0506745]",97.06,78.85
1960,한우촌갈비,한식,02  445 6790,서울특별시 강남구 대치동 908-20번지 지상2층206호 ,"[37.5001824, 127.0514293]",98.34,88.26
1961,명동칼국수샤브샤브,한식,02  552 3358,서울특별시 강남구 역삼동 831-5번지 지하1층 ,"[37.4944564, 127.0301418]",63.47,93.24
1962,2 테이블,한식,02  549 7826,서울특별시 강남구 신사동 570-3번지 지상1층 ,"[37.5244107, 127.0268343]",79.05,97.8
1963,주식회사 아이언가이즈 숙달 삼성점,한식,02  593 0329,서울특별시 강남구 대치동 943-29번지 지상1층 ,"[37.5064082, 127.0594873]",50.76,49.28
1964,블루밍가든강남점,경양식,02  34661962,서울특별시 강남구 역삼동 826-14번지 지하1층 ,"[37.4950229, 127.0297839]",56.54,48.67
1965,탄,한식,02  553 5520,서울특별시 강남구 역삼동 826-26번지 비젼타워 202호,"[37.4965165, 127.0296054]",99.86,34.27
1966,더블 컵,패스트푸드,02  553 6143,서울특별시 강남구 역삼동 799-0번지 서경빌딩 ,"[37.513848, 127.0428258]",86.41,14.07
1967,까페바소,경양식,02  549 4142,서울특별시 강남구 신사동 600-13번지 지하B-101호 ,"[37.5236382, 127.0294271]",92.79,72.11
1968,프리모 바치오바치,경양식,02  501 0885,서울특별시 강남구 역삼동 816-3번지 2층 ,"[37.4997597, 127.0271441]",95.04,78.93
1969,(주)썬앳푸드비스트로서울삼성점,한식,02  34061713,서울특별시 강남구 삼성동 159-0번지 오크우드호텔 지상1층6호 ,"[37.510932, 127.058019]",92.01,59.92
1970,켄카,일식,02  34470047,서울특별시 강남구 신사동 540-21번지 ,"[37.5188864, 127.0242238]",51.45,73.51
1971,빨간모자피자 역삼점,기타,02  554 8407,서울특별시 강남구 역삼동 667-6번지 ,"[37.5044587, 127.035499]",64.82,38.24
1973,일프린치페(주)금화유통,경양식,02  512 2226,서울특별시 강남구 신사동 640-0번지 지상34층 ,"[37.5280898, 127.0355331]",82.36,93.65
